lead_id,country,type,stage,stage_order,won,is_closed
648,Saudi Arabia,Government,outreach,1,0,0
649,Saudi Arabia,Government,outreach,1,0,0
650,Saudi Arabia,Government,outreach,1,0,0
651,Saudi Arabia,Government,outreach,1,0,0
652,Saudi Arabia,Government,outreach,1,0,0
653,Saudi Arabia,Government,outreach,1,0,0
654,Saudi Arabia,Government,outreach,1,0,0
655,Saudi Arabia,Government,outreach,1,0,0
656,Saudi Arabia,Government,outreach,1,0,0
657,Saudi Arabia,Government,outreach,1,0,0
658,Saudi Arabia,Government,outreach,1,0,0
659,Saudi Arabia,Government,outreach,1,0,0
660,Saudi Arabia,Government,engagement,2,0,0
661,Saudi Arabia,Government,outreach,1,0,0
662,Saudi Arabia,Government,outreach,1,0,0
663,Saudi Arabia,Government,outreach,1,0,0
664,Saudi Arabia,Government,outreach,1,0,0
665,Saudi Arabia,Government,outreach,1,0,0
666,Saudi Arabia,Government,outreach,1,0,0
667,Saudi Arabia,Government,outreach,1,0,0
668,Saudi Arabia,Government,outreach,1,0,0
669,Saudi Arabia,Government,outreach,1,0,0
670,Saudi Arabia,Government,outreach,1,0,0
671,UAE,Government,outreach,1,0,0
672,UAE,Government,outreach,1,0,0
673,UAE,Government,outreach,1,0,0
674,UAE,Government,outreach,1,0,0
675,Lebanon,Government,outreach,1,0,0
